,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,-1.0194177100000015e-05,0.0209016744,-0.0245135911,0.007060912131098657,-0.01713347501043393,-0.4692365383589543,0.01014310345,0.00507060625,-0.002449548394000007,0.011965478686466309,0.0,0.0,0.0,0.0,,,,,,,0.22318033691204484,35.11051539394644,0.0013711826926814958,0.7405880775357838,32.691863128311944,1365.974970496755,0.1515231034360846,0.0650504750033598,1338.9798335749724,3589.670132158222,0.003870666279404509,0.12233012519999997,0.11204288964457114,0.08362841884615906,0.08867383052309971,0.103883399551027,35.11051539394644,30.60873444773119,18.840361807054805,10.4538729561308,5.873601175304511,0.0003,0.000125,0.004773333333333333,0.005373333333333333,0.0033016666666666667,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.17151011666663e-06,0.004294511599999999,-0.0042973142,0.0007329037433300947,0.06307742598382139,0.674962002751418,0.0009599775,0.00047839945000000006,0.001236786492000024,0.00012892087806335074,0.0,0.0,0.0,0.0,,,,,,,0.05475797232563332,1.8325550170231943,0.0006484765687308213,0.05871891376831622,8.847499140149388,180.53731070903115,0.04295853245449785,0.019612743264071357,328.5088703453763,38.67602668476364,0.004545961747799072,0.062058121399999985,0.49556653306744886,0.02809582725366991,0.13010007236128127,0.05772305040143286,1.8325550170231943,0.7799209975206367,0.7112174320764321,0.6286218049839085,0.5959906038755338,0.000105,0.00010833333333333333,9.833333333333333e-05,6.5e-05,6.166666666666667e-05,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4.4426216500000966e-06,0.0451346897,-0.054695680700000006,0.013268041985821231,-0.06261409896848134,-0.16409919201521417,0.018357364174999998,0.0091758487,0.001079552211999978,0.042239947712595934,0.0,0.0,0.0,0.0,,,,,,,0.5984542145369476,35.71821962182448,0.00169481336927219,1.3245124829314947,13.353491978570942,257.43050501216896,0.4090198185816605,0.166778770244121,3590.561810210246,12674.845724848272,0.0034638580674419338,0.05331145980000007,0.4777798860863045,0.603565173113018,0.14654615659721792,0.22136249392565097,35.71821962182448,32.191231135856626,28.0741203939108,27.40091570093181,22.902064907682124,0.0018,0.000185,0.0054466666666666665,0.0019483333333333334,0.005163333333333333,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3.586627993333325e-05,0.0241010096,-0.0240993854,0.006461868248657844,-0.02374074699457646,-0.1559781283841457,0.008892713125,0.0044474692,0.00858833977899998,0.010021655972078753,0.0,0.0,0.0,0.0,,,,,,,0.28857768806773476,24.691847559859227,0.0006569798638159264,0.646183465006019,17.159335690357594,475.98693267825433,0.18857945155825967,0.08049150697459886,1731.1320628226863,3004.860035746362,0.004068775258947592,0.4303953591999998,0.5456159982588378,0.5630558015026023,0.9446824137713461,0.9373686445091223,24.691847559859227,16.53530637007291,12.920435383492752,10.358837156146345,8.945291654459629,0.00025333333333333333,0.0003,0.0019033333333333333,0.0026466666666666665,0.005258333333333334,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-1.5704274833334552e-06,0.0214559734,-0.0233509615,0.007122663418762213,-0.01886917397428194,-0.4283552116183329,0.010274764950000001,0.005126040950000001,-0.0003742938220000227,0.012175760453740038,0.0,0.0,0.0,0.0,,,,,,,0.23587747653247854,34.83022720269394,0.000505797658917134,0.7437402481271015,30.8072581212101,1278.1133866112225,0.1577240445281584,0.06550239230213761,1415.2184801143587,3652.7235345794097,0.003644253237510109,0.018845129799999777,0.20750856877752144,0.17747054028934503,0.1566324675967892,0.15444632931787858,34.83022720269394,30.60362927745589,15.390754657758484,8.111963052996606,7.528169825114909,0.0003,0.000125,0.004771666666666666,0.00084,0.005371666666666667,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-8.610752251666621e-05,0.1052795036,-0.0672401259,0.013996657994457476,-0.050647011155606984,1.0502733875181622,0.017676859375,0.00884293245,-0.020967713410999966,0.047014171073732326,0.0,0.0,0.0,0.0,,,,,,,1.102708009478173,25.704369195168102,0.011204105072510899,1.0653490699451225,6.782073360381323,98.35913673484146,0.8408673527537791,0.3892195731879826,6615.028446218084,14104.079404577282,0.004972111659416443,1.0332902702000002,0.35709975637445446,0.0699945649784946,0.6549982168703402,0.8870426723679564,25.704369195168102,20.224401981136296,17.369047363969578,14.955450459801654,14.283917633809084,0.00010166666666666667,0.006553333333333333,0.00010833333333333333,0.0018016666666666667,0.0017333333333333333,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-1.1066774350000032e-05,0.0001084805,-0.0001545575,3.125214507481542e-05,0.2205307906510557,-0.17891212722708483,4.2934875000000006e-05,2.116905e-05,-0.002655457949999993,2.637752961781444e-07,0.0,0.0,0.0,0.0,,,,,,,0.001806561061386188,0.16024885429852673,2.127991080277407e-05,0.003375685559175824,30.955562513582812,1251.406818727913,0.0011720113979148716,0.00058170979420986,10.772556521636194,0.07913506868244385,0.004245408141645666,0.1328012922,0.16024885429852673,0.07020325479828836,0.011866827944749686,0.026745700204053157,0.16024885429852673,0.0658894309909517,0.059741299828037706,0.02906863334258222,0.028275139899239472,1.6666666666666667e-06,0.000265,0.0003,1.8333333333333333e-05,0.0009,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2.3495488700000085e-05,0.0259606447,-0.0247882083,0.006800072469820527,0.09127825787424007,-0.03579210520308029,0.00919148545,0.0045917747000000005,0.005582794317000012,0.011097652563171896,0.0,0.0,0.0,0.0,,,,,,,0.225103777005082,25.89934465156539,0.0007086818597841913,0.7100918443254146,17.905423149373394,463.3826613228191,0.1630914040718654,0.06051418949190221,1350.4695408715502,3329.37278490249,0.00472471804309291,0.28194586440000025,0.4202198885725353,0.3259817901794966,0.3114189671527614,0.32752341147962777,25.89934465156539,16.88505371307192,15.035875313623498,12.798823939479378,11.638875965265854,0.006548333333333333,0.00010166666666666667,0.0003,0.0015,0.0007333333333333333,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2.90590341666566e-07,0.0294690505,-0.0352976769,0.008533715833340042,-0.09424796759326337,-0.1314539201673992,0.011821954749999999,0.0059098282500000005,0.00041274597000001825,0.017471239844439945,0.0,0.0,0.0,0.0,,,,,,,0.3993765801035109,26.563704141126685,0.003487084100000093,0.8452155491844234,14.944229906394247,353.4864186704353,0.24179865263275863,0.10920970523184875,2396.1398863898794,5243.318080260066,0.004709093120030116,0.003487084100000093,0.1912714650071271,0.19115928665925414,0.16938684780805732,0.25487439968075076,26.563704141126685,19.331859378499637,15.778870632071994,10.762167235213807,10.585873733547439,0.005553333333333334,5e-05,0.0015233333333333334,0.0001,0.009668333333333333,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.430009297500003e-05,0.100648433,-0.1375469863,0.03153075416437456,0.04528907751781813,-0.43877249600576196,0.042481207275,0.021102801249999997,0.00401259515000002,0.23856658582848098,0.0,0.0,0.0,0.0,,,,,,,0.9117351736910688,178.7485994077508,0.003620275689972692,3.3314221272842484,43.20871999360773,2164.7177796638125,0.9161369524043487,0.33645667721682415,5469.748699866688,71577.12697844184,0.0060048199515503045,0.17160111569999992,0.36218805251122493,0.22578368736732204,0.41736718272915196,0.30899730565303457,178.7485994077508,157.33709804969504,32.2539710351283,28.854634962709287,24.382313036051077,0.006528333333333333,0.0003,0.00011,0.006228333333333333,0.0006,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,4.765185425000014e-06,0.0078192838,-0.007982041700000001,0.0030733948776448788,0.02878787775843931,-0.9055662681526271,0.004901314275000001,0.0024550803,0.0010771516179999972,0.002266724721252635,0.0,0.0,0.0,0.0,,,,,,,0.049172973802651655,23.155018784102403,6.561502335608031e-05,0.3330622910610862,56.97218665673856,3869.837985692143,0.025428428508160784,0.010955426114288989,295.0027197373449,680.0891062401438,0.0036963326963011596,0.05718222509999993,0.2393327928556019,0.05851967854254472,0.10839837753493753,0.13435648503229058,23.155018784102403,4.219261269947521,3.6527634421880495,2.982696541539844,1.9911509640739051,0.0003,0.006231666666666667,0.0068316666666666664,0.005705,0.005051666666666667,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
