loss,accuracy,val_loss,val_accuracy,lr
1.0694347620010376,0.49586570262908936,1.1901170015335083,0.46950000524520874,0.0010000000474974513
0.9933525323867798,0.5267270803451538,1.0297542810440063,0.5195833444595337,0.0010000000474974513
0.9675301313400269,0.5416623950004578,0.9784116148948669,0.5220000147819519,0.0010000000474974513
0.9484965801239014,0.5560051202774048,1.341403841972351,0.4620000123977661,0.0010000000474974513
0.9275861978530884,0.5708293318748474,0.9683300256729126,0.5362499952316284,0.0010000000474974513
0.9041424989700317,0.5884684324264526,1.0015904903411865,0.546999990940094,0.0010000000474974513
0.8760036826133728,0.609190821647644,1.0893559455871582,0.5092499852180481,0.0010000000474974513
0.8443180918693542,0.6310428977012634,1.1920231580734253,0.5357499718666077,0.0010000000474974513
0.8098392486572266,0.6519041657447815,1.0007573366165161,0.5740833282470703,0.0010000000474974513
0.7734584212303162,0.6736729145050049,0.9909775257110596,0.5724999904632568,0.0010000000474974513
0.7374839782714844,0.6920249462127686,1.6681976318359375,0.5228333473205566,0.0010000000474974513
0.7007434964179993,0.7142936587333679,2.125662326812744,0.5087500214576721,0.0010000000474974513
0.6680396199226379,0.7299882173538208,0.970058262348175,0.6017500162124634,0.0010000000474974513
0.633752703666687,0.7457106113433838,0.9505847692489624,0.6164166927337646,0.0010000000474974513
0.6011068224906921,0.7620348334312439,1.1500029563903809,0.5875833630561829,0.0010000000474974513
0.573890209197998,0.7755905389785767,1.2369550466537476,0.5787500143051147,0.0010000000474974513
0.5454235076904297,0.7874239683151245,0.8800897002220154,0.6697499752044678,0.0010000000474974513
0.5160964727401733,0.8012296557426453,0.8443794846534729,0.6779166460037231,0.0010000000474974513
0.4944053888320923,0.8101093769073486,2.7851107120513916,0.45266667008399963,0.0010000000474974513
0.46961167454719543,0.8216279745101929,1.2070751190185547,0.6079999804496765,0.0010000000474974513
0.4476633369922638,0.8301465511322021,1.8018090724945068,0.609499990940094,0.0010000000474974513
0.4266011714935303,0.8397207260131836,1.1957988739013672,0.6036666631698608,0.0010000000474974513
0.4080211818218231,0.8470448851585388,1.187069058418274,0.6357499957084656,0.0010000000474974513
0.3886749744415283,0.8552579283714294,1.6659234762191772,0.5251666903495789,0.0010000000474974513
0.36956363916397095,0.8635265231132507,1.1283434629440308,0.6477500200271606,0.0010000000474974513
0.35277649760246277,0.8700636029243469,2.405113697052002,0.5669166445732117,0.0010000000474974513
0.3368130624294281,0.8770266175270081,0.8717165589332581,0.6898333430290222,0.0010000000474974513
0.32145559787750244,0.882860004901886,1.2296788692474365,0.6012499928474426,0.0010000000474974513
0.31071728467941284,0.8871471285820007,1.5068331956863403,0.6485000252723694,0.0010000000474974513
0.29316356778144836,0.8946841955184937,2.8063108921051025,0.5494166612625122,0.0010000000474974513
0.2841885983943939,0.8965916633605957,2.8395352363586426,0.577750027179718,0.0010000000474974513
0.2709324061870575,0.9028324484825134,1.735813856124878,0.637583315372467,0.0010000000474974513
0.26044997572898865,0.9073232412338257,1.0532684326171875,0.656499981880188,0.0010000000474974513
0.2499494105577469,0.9120640158653259,1.318996548652649,0.7014166712760925,0.0010000000474974513
0.2420598417520523,0.9148047566413879,0.7983342409133911,0.7285833358764648,0.0010000000474974513
0.22986535727977753,0.9190918207168579,1.3252754211425781,0.7174999713897705,0.0010000000474974513
0.2206137478351593,0.9219807386398315,0.655127227306366,0.7763333320617676,0.0010000000474974513
0.21410410106182098,0.9246752262115479,2.015779972076416,0.6310833096504211,0.0010000000474974513
0.20900627970695496,0.9260548949241638,0.48692217469215393,0.8259999752044678,0.0010000000474974513
0.19584962725639343,0.9315826892852783,1.370964527130127,0.6238333582878113,0.0010000000474974513
0.1916700303554535,0.9329715967178345,1.5104913711547852,0.6460833549499512,0.0010000000474974513
0.18098458647727966,0.9376475811004639,2.403714895248413,0.6357499957084656,0.0010000000474974513
0.17668354511260986,0.939286470413208,0.54908287525177,0.8066666722297668,0.0010000000474974513
0.17363417148590088,0.9402772188186646,0.7064446806907654,0.7764166593551636,0.0010000000474974513
0.16400857269763947,0.9439624547958374,0.814028263092041,0.7330833077430725,0.0010000000474974513
0.1590268462896347,0.9454161524772644,1.5192161798477173,0.6517500281333923,0.0010000000474974513
0.15400640666484833,0.9475365281105042,2.249140977859497,0.5553333163261414,0.0010000000474974513
0.15037411451339722,0.9491291642189026,1.9174360036849976,0.6069166660308838,0.0010000000474974513
0.14423240721225739,0.950805127620697,0.7064082622528076,0.7890833616256714,0.0010000000474974513
0.14091630280017853,0.9522310495376587,0.9652931094169617,0.7661666870117188,0.0010000000474974513
0.13754646480083466,0.9531662464141846,2.5260026454925537,0.5235000252723694,0.0010000000474974513
0.12778209149837494,0.9576199650764465,2.1067254543304443,0.6423333287239075,0.0010000000474974513
0.12984050810337067,0.9559625387191772,1.9014893770217896,0.6173333525657654,0.0010000000474974513
0.12514762580394745,0.958008885383606,1.411784291267395,0.7253333330154419,0.0010000000474974513
0.1218775138258934,0.9597866535186768,0.5749368667602539,0.8120833039283752,0.0010000000474974513
0.11461643129587173,0.9620922207832336,0.942219078540802,0.7457500100135803,0.0010000000474974513
0.11260565370321274,0.9630459547042847,1.3800199031829834,0.6915000081062317,0.0010000000474974513
0.110163614153862,0.9639811515808105,0.8295671343803406,0.7561666369438171,0.0010000000474974513
0.10760509222745895,0.9644996523857117,0.4611688554286957,0.844083309173584,0.0010000000474974513
0.10189859569072723,0.9665737748146057,1.0163711309432983,0.7222499847412109,0.0010000000474974513
0.09994768351316452,0.9673145413398743,2.758543014526367,0.6118333339691162,0.0010000000474974513
0.1040729507803917,0.9653329849243164,0.5663538575172424,0.8216666579246521,0.0010000000474974513
0.09725472331047058,0.9679811596870422,0.7079958319664001,0.7860000133514404,0.0010000000474974513
0.09435129910707474,0.9692034125328064,1.3724936246871948,0.6918333172798157,0.0010000000474974513
0.08988948911428452,0.9711941480636597,0.7010979056358337,0.7893333435058594,0.0010000000474974513
0.092598557472229,0.9694533944129944,1.6735349893569946,0.7055000066757202,0.0010000000474974513
0.08646126091480255,0.9719349145889282,1.0610837936401367,0.7265833616256714,0.0010000000474974513
0.08686042577028275,0.9715460538864136,1.5289400815963745,0.668749988079071,0.0010000000474974513
0.08429206162691116,0.9729164242744446,2.454162836074829,0.6479166746139526,0.0010000000474974513
0.08364026993513107,0.9726108312606812,3.2604329586029053,0.5360000133514404,0.0010000000474974513
0.08131300657987595,0.9736478924751282,1.0349112749099731,0.7209166884422302,0.0010000000474974513
0.07724659144878387,0.9754627346992493,1.514441728591919,0.6713333129882812,0.0010000000474974513
0.08031346648931503,0.9738516211509705,0.35780712962150574,0.8809999823570251,0.0010000000474974513
0.07473988831043243,0.9759534597396851,0.8090280890464783,0.7934166789054871,0.0010000000474974513
0.07410967350006104,0.9763331413269043,0.7980920672416687,0.7919999957084656,0.0010000000474974513
0.07144244760274887,0.9772961139678955,1.149379849433899,0.7610833048820496,0.0010000000474974513
0.07234222441911697,0.9770275354385376,0.43832528591156006,0.8616666793823242,0.0010000000474974513
0.07281893491744995,0.9762868285179138,0.6726686358451843,0.809416651725769,0.0010000000474974513
0.06603151559829712,0.9793609380722046,0.6463602185249329,0.8199999928474426,0.0010000000474974513
0.0712483748793602,0.9771386981010437,1.5252774953842163,0.6840000152587891,0.0010000000474974513
0.06659737229347229,0.9784257411956787,1.9071565866470337,0.6598333120346069,0.0010000000474974513
0.06540188193321228,0.9794164896011353,0.8797788619995117,0.7745000123977661,0.0010000000474974513
0.06455325335264206,0.9797313213348389,2.335703134536743,0.5727499723434448,0.0010000000474974513
0.07210570573806763,0.9769349694252014,0.6010866165161133,0.8355833292007446,0.0010000000474974513
0.05569058284163475,0.9831757545471191,2.6848225593566895,0.5659999847412109,0.0010000000474974513
0.06421885639429092,0.9792220592498779,0.4507996439933777,0.859000027179718,0.0010000000474974513
0.06035744398832321,0.9809998273849487,0.7958701252937317,0.781083345413208,0.0010000000474974513
0.058898262679576874,0.9813979864120483,1.7122560739517212,0.6894999742507935,0.0010000000474974513
0.057262733578681946,0.9818239212036133,0.5671776533126831,0.8374999761581421,0.0010000000474974513
0.05911313742399216,0.9812313318252563,1.689295768737793,0.7628333568572998,0.0010000000474974513
0.05578327924013138,0.9824257493019104,0.8017618060112,0.7882500290870667,0.0010000000474974513
0.054640937596559525,0.983083188533783,1.2110484838485718,0.7124166488647461,0.0010000000474974513
0.05590999871492386,0.9818423986434937,1.13100004196167,0.7288333177566528,0.0010000000474974513
0.0559498630464077,0.9818980097770691,0.592767596244812,0.8364166617393494,0.0010000000474974513
0.051666807383298874,0.9840553998947144,0.40770959854125977,0.8813333511352539,0.0010000000474974513
0.05098237469792366,0.9840090870857239,1.2901617288589478,0.7052500247955322,0.0010000000474974513
0.05531735345721245,0.9820924401283264,0.9277979135513306,0.7958333492279053,0.0010000000474974513
0.050154440104961395,0.984203577041626,0.8667792677879333,0.7768333554267883,0.0010000000474974513
0.05024686083197594,0.9840461611747742,1.553691029548645,0.6603333353996277,0.0010000000474974513
0.051551077514886856,0.9836757779121399,0.6543977856636047,0.8223333358764648,0.0010000000474974513
0.04947536438703537,0.9843053817749023,0.638070821762085,0.8197500109672546,0.0010000000474974513
0.04884488508105278,0.9846017360687256,2.915942668914795,0.5355833172798157,0.0010000000474974513
0.05048011615872383,0.983610987663269,1.690400242805481,0.668583333492279,0.0010000000474974513
0.04424624517560005,0.9862961769104004,1.3215367794036865,0.7365833520889282,0.0010000000474974513
0.04573286697268486,0.9858146905899048,0.39004459977149963,0.8860833048820496,0.0010000000474974513
0.04598572850227356,0.9856665134429932,2.1287920475006104,0.6455833315849304,0.0010000000474974513
0.0435936264693737,0.9865646958351135,0.9224448800086975,0.793666660785675,0.0010000000474974513
0.043243423104286194,0.987027645111084,1.3230373859405518,0.7357500195503235,0.0010000000474974513
0.04727141559123993,0.9851016998291016,0.4674410820007324,0.8669166564941406,0.0010000000474974513
0.04411431401968002,0.9864072799682617,0.8620919585227966,0.7931666374206543,0.0010000000474974513
0.04479847103357315,0.9860924482345581,0.9894077181816101,0.765749990940094,0.0010000000474974513
